0,192.168.234.131,56088,20.42.73.24,443,6,2024-03-30 17:43:27,0.0,1,0,54,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0.0,0.0,54,54,54.0,0.0,0.0,1,0,0,0,0,0,0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,62780,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,192.168.234.128,52900,192.168.234.131,80,6,2024-03-30 17:43:37,3546.476364135742,5,4,623,11254,351.0,66.0,124.6,113.24239488813366,7306.0,66.0,2813.5,3009.36882917332,3348957.8896134454,2537.730151260504,443.3095455169678,387.6582526697261,1325.845718383789,61.75041198730469,3546.476364135742,886.6190910339355,579.8458065367673,1792.6692962646484,190.49644470214844,2909.421920776367,969.8073069254556,290.4449362935728,1325.845718383789,614.4046783447266,0,0,0,0,100,80,1409.8500840336137,1127.8800672268908,66,7306,1319.6666666666667,2411.9239899576714,5817377.333333333,1,0,0,0,0,0,0,0.8,1319.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,64240,507,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,192.168.234.128,52926,192.168.234.131,80,6,2024-03-30 17:43:37,6664.99137878418,5,4,797,11254,525.0,66.0,159.4,182.82625632003737,7306.0,66.0,2813.5,3009.36882917332,1808104.3642997677,1350.3393310677875,833.1239223480225,1214.2222451706427,3964.662551879883,42.438507080078125,6664.99137878418,1666.247844696045,1667.8730254785974,4548.549652099609,569.5819854736328,6258.0108642578125,2086.003621419271,1367.0831004817437,3964.662551879883,751.2569427490234,0,0,0,0,100,80,750.1885172598819,600.1508138079056,66,7306,1339.0,2404.768688344982,5782912.444444444,1,0,0,0,0,0,0,0.8,1339.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,506,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3,192.168.234.128,52938,192.168.234.131,80,6,2024-03-30 17:43:37,7661.819458007812,5,4,809,11254,537.0,66.0,161.8,187.62558460934903,7306.0,66.0,2813.5,3009.36882917332,1574430.2076176251,1174.65571321882,957.7274322509766,1723.9012193860008,5457.639694213867,0.7152557373046875,7661.819458007812,1915.454864501953,2705.359249754737,6579.63752746582,0.7152557373046875,6805.419921875,2268.4733072916665,2278.6025569123844,5457.639694213867,273.9429473876953,0,0,0,0,100,80,652.5865073437889,522.0692058750311,66,7306,1340.3333333333333,2404.320278165952,5780756.000000002,1,0,0,0,0,0,0,0.8,1340.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,64240,506,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4,192.168.234.128,52942,192.168.234.131,80,6,2024-03-30 17:43:37,7876.873016357422,5,4,854,11254,582.0,66.0,170.8,205.62334497814203,7306.0,66.0,2813.5,3009.36882917332,1537158.206671106,1142.585386524608,984.6091270446776,1841.8495841894733,5821.466445922852,42.67692565917969,7876.873016357422,1969.2182540893557,2418.843604902347,6132.364273071289,184.05914306640625,7096.290588378906,2365.4301961263022,2446.84746380763,5821.466445922852,487.5659942626953,0,0,0,0,100,80,634.7696591803378,507.8157273442702,66,7306,1345.3333333333333,2402.6907139011187,5772922.666666667,1,0,0,0,0,0,0,0.8,1345.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,64240,506,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5,192.168.234.128,52946,192.168.234.131,80,6,2024-03-30 17:43:37,12583.494186401367,6,5,725,11320,387.0,66.0,120.83333333333331,119.06919090269412,4410.0,66.0,2264.0,1941.5020988914744,957206.307053942,874.1610110081662,1258.3494186401367,2028.364855421124,6098.98567199707,30.040740966796875,12583.494186401367,2516.698837280273,2628.5074357493427,6820.440292358398,129.22286987304688,11988.401412963867,2997.100353240967,2609.3328172877577,6098.98567199707,193.3574676513672,0,0,0,0,120,100,476.8150969135452,397.345914094621,66,4410,1095.0,1691.1272733137073,2859911.4545454546,1,0,0,0,0,0,0,0.8333333333333334,1095.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,507,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,192.168.234.128,52956,192.168.234.131,80,6,2024-03-30 17:43:37,1399.2786407470703,3,2,740,140,600.0,66.0,246.66666666666663,249.86574172721015,74.0,66.0,70.0,4.0,628895.4711194411,3573.269722269552,349.8196601867676,340.6856078197215,869.2741394042969,43.8690185546875,1353.740692138672,676.8703460693359,236.27281188964844,913.1431579589844,440.5975341796875,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,40,2143.961833361732,1429.3078889078208,66,600,176.0,212.03018653012597,44956.8,1,0,0,0,0,0,0,0.6666666666666666,176.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,505,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7,192.168.234.128,52958,192.168.234.131,80,6,2024-03-30 17:43:37,9639.501571655272,3,3,720,4550,580.0,66.0,240.0,240.43848832220408,4410.0,66.0,1516.6666666666667,2045.8982270766928,546708.765056516,622.4388216962232,1927.9003143310547,2066.3111695803445,4520.654678344727,45.53794860839844,5081.892013549805,2540.9460067749023,1979.708671569824,4520.654678344727,561.2373352050781,9593.963623046877,4796.9818115234375,415.5635833740234,5212.545394897461,4381.418228149414,0,0,0,0,60,60,311.2194108481116,311.2194108481116,66,4410,878.3333333333334,1590.3535945051829,2529224.5555555555,1,0,0,0,0,0,0,1.0,878.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,64240,506,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8,192.168.234.128,52972,192.168.234.131,80,6,2024-03-30 17:43:37,10560.274124145508,4,3,812,3666,606.0,66.0,203.0,232.6950794494804,3526.0,66.0,1222.0,1629.177297493022,424042.0227123925,662.861580836701,1760.0456873575847,2124.391630803736,5617.856979370117,50.067901611328125,10560.274124145508,3520.0913747151694,2307.1777301414218,6265.163421630859,620.1267242431641,10010.480880737305,5005.240440368652,612.6165390014648,5617.856979370117,4392.623901367188,0,0,0,0,80,60,378.7780461924006,284.08353464430047,66,3526,639.7142857142857,1192.793325923375,1422755.918367347,1,0,0,0,0,0,0,0.75,639.7142857142857,0.0,0.0,0.0,0.0,0.0,0.0,64240,505,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9,192.168.234.128,52988,192.168.234.131,80,6,2024-03-30 17:43:37,6382.226943969727,3,2,782,140,642.0,66.0,260.6666666666667,269.6631643777515,74.0,66.0,70.0,4.0,144463.681422541,783.4256042437147,1595.5567359924316,2495.265273294759,5911.350250244141,42.438507080078125,6339.788436889648,3169.894218444824,2741.4560317993164,5911.350250244141,428.4381866455078,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,40,470.0553625462288,313.3702416974859,66,642,184.4,228.82797031831575,52362.240000000005,1,0,0,0,0,0,0,0.6666666666666666,184.4,0.0,0.0,0.0,0.0,0.0,0.0,64240,505,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
